distance,cargo_type,driver_exp,hour_of_day,is_weather_bad,risk_score
174.77,0,155,13,0,9
1210.27,2,172,3,0,68
498.24,0,25,3,0,51
784.7,1,27,1,1,90
584.5,0,39,10,1,59
717.79,2,142,3,0,58
1440.9,2,133,20,0,61
601.27,0,26,20,0,40
1137.15,2,37,15,0,75
957.34,1,195,20,0,45
1330.71,1,202,3,1,77
1874.29,0,84,0,0,66
1467.82,1,63,23,0,82
437.73,2,29,18,0,56
72.05,0,209,1,0,17
531.91,2,98,8,0,63
1194.21,0,130,22,0,46
112.34,0,189,12,0,10
997.77,0,11,17,0,52
1197.72,0,90,15,0,42
675.15,1,29,15,0,60
1544.12,0,212,9,0,40
222.13,2,37,8,0,51
159.52,0,84,10,1,43
1459.1,0,59,3,0,67
996.03,0,37,9,0,47
1379.92,0,103,2,0,58
875.31,2,142,5,0,57
500.34,1,145,2,0,48
1640.01,1,179,8,0,49
1600.84,0,28,2,0,68
1392.45,0,111,17,1,53
551.57,0,229,7,1,37
1184.56,0,187,21,0,31
728.34,0,20,7,0,46
192.25,1,144,14,1,42
1835.45,0,232,12,0,43
282.27,1,145,6,0,44
1900.97,0,184,18,1,62
897.55,0,118,7,1,48
378.41,1,164,9,0,32
1088.38,0,59,16,0,41
1747.16,2,165,0,0,81
1467.13,1,139,12,1,68
1615.06,0,202,12,1,53
1320.98,2,239,23,0,71
1387.63,0,112,15,0,37
1699.9,0,211,8,0,41
506.84,1,200,9,0,30
983.96,0,128,5,1,59
450.21,1,57,4,0,65
1975.46,1,2,1,0,100
1888.68,2,190,10,0,63
88.46,0,148,8,0,13
1414.09,0,22,5,0,79
1851.24,1,136,7,0,62
369.34,0,82,8,1,41
1140.21,0,236,8,0,35
1831.82,0,54,7,1,81
77.55,0,109,11,0,21
1397.87,0,115,7,0,33
601.72,2,146,2,0,63
1849.55,2,61,12,1,100
1942.41,0,86,18,0,46
1889.09,0,218,1,0,61
953.69,0,218,16,0,25
1725.46,2,166,15,0,70
1690.65,0,99,3,1,77
645.01,1,203,17,1,52
1659.54,0,26,13,0,61
83.65,1,173,1,0,44
1196.58,0,33,12,0,52
467.72,1,32,20,0,49
249.93,0,91,19,1,38
163.14,1,222,16,1,42
1395.61,0,95,14,0,48
686.35,1,177,19,0,38
1452.29,2,147,4,0,73
140.06,0,167,6,0,23
637.43,2,226,17,0,48
1083.59,0,94,23,0,51
1583.54,0,185,10,0,40
644.32,0,158,17,0,21
1255.52,0,37,4,0,71
1773.1,1,213,12,0,53
1235.57,1,172,17,1,67
473.59,0,40,1,0,55
58.56,0,136,19,1,26
1741.5,1,136,3,0,69
52.33,2,190,12,1,58
1750.66,0,78,23,1,79
1062.58,2,204,15,0,54
1878.74,0,127,5,0,63
1599.58,0,21,7,1,74
1995.89,1,15,15,0,85
707.92,0,31,12,1,53
1536.7,0,193,22,0,59
809.84,0,217,3,0,35
964.95,1,141,1,0,57
1258.74,1,37,8,0,60
1748.62,0,97,17,1,68
1968.33,0,135,16,0,54
1538.86,0,227,7,0,44
841.36,0,20,14,0,50
848.5,0,55,8,0,39
1477.79,1,45,16,0,68
485.17,0,42,22,0,50
229.84,0,119,1,0,29
715.7,0,219,5,0,36
581.61,0,45,4,0,56
599.65,2,235,16,0,42
474.88,0,47,1,1,56
93.77,0,197,17,1,21
45.57,0,83,9,0,25
1975.57,0,30,9,0,57
861.27,0,160,5,0,38
774.81,0,171,11,0,22
1362.5,0,70,16,0,48
444.33,0,7,12,1,57
1900.42,0,200,19,0,44
1574.83,0,129,15,1,55
187.93,2,144,9,0,35
840.99,0,51,20,0,44
1759.45,0,44,1,1,81
1890.02,0,36,1,0,80
940.13,0,169,22,0,46
1230.69,1,43,6,0,88
342.4,0,208,5,0,27
1982.43,1,116,0,0,78
471.03,0,37,11,0,37
1886.04,0,98,12,0,51
1302.8,1,123,11,0,55
1219.4,0,238,18,1,48
1030.25,0,230,8,0,26
469.03,0,221,9,0,17
361.29,1,5,16,0,59
448.77,0,67,17,0,26
381.01,2,178,7,0,40
1561.37,0,100,6,0,62
706.75,2,162,8,0,43
125.11,0,185,9,0,0
1938.51,1,184,11,0,64
1768.73,0,200,14,1,55
1856.23,2,133,14,0,65
1989.87,0,12,3,0,86
356.05,0,186,3,0,30
798.52,0,213,22,0,34
1518.89,0,219,0,1,68
1395.08,0,29,11,0,54
316.25,2,99,1,1,76
1633.51,2,1,14,0,85
456.64,0,57,16,0,29
455.4,2,35,6,1,95
1078.58,0,71,5,0,52
1189.95,0,172,11,1,42
1164.37,1,233,18,0,45
192.06,1,136,0,0,51
1756.15,2,125,20,0,70
538.54,0,192,13,0,21
267.73,1,76,3,0,57
1778.61,0,49,4,0,76
1911.75,0,206,0,0,66
1725.63,0,31,0,0,73
1620.94,2,97,20,0,72
1313.93,1,42,5,1,96
1106.21,1,124,4,0,65
183.1,0,94,1,0,38
822.82,0,77,20,0,34
751.65,0,53,4,1,69
526.91,0,46,8,0,46
1449.61,0,13,18,0,59
996.79,1,175,20,0,34
171.28,0,54,14,0,27
448.16,0,156,12,0,17
1369.68,0,174,11,1,48
161.5,0,62,4,0,42
1703.9,0,18,1,0,77
995.34,2,90,3,1,94
966.37,1,136,17,0,45
1188.89,1,100,20,1,72
1651.12,0,36,9,1,66
702.14,0,106,12,0,28
1359.25,0,91,11,0,45
1135.81,2,51,1,0,87
541.39,1,184,14,0,31
1758.47,0,215,13,1,53
1596.88,0,27,9,1,70
1320.32,0,35,21,0,56
1702.66,1,115,7,0,53
1735.92,2,63,14,0,74
1419.64,0,17,12,0,58
1675.66,0,88,7,0,51
1397.97,0,162,20,1,43
1363.48,0,195,20,0,36
1241.04,0,77,21,1,59
1507.91,0,166,13,0,38
325.62,1,89,0,0,56
1762.93,1,7,12,0,81
1744.97,0,215,7,1,57
68.2,1,207,17,0,28
1653.38,0,211,21,0,39
266.45,0,14,8,0,36
676.89,0,6,12,0,45
1489.58,0,16,2,0,74
329.91,0,85,17,0,29
1637.75,0,213,9,0,46
1665.95,0,117,4,0,61
1019.86,2,63,5,0,83
22.71,0,11,7,1,53
581.21,0,209,23,0,36
1237.68,0,55,6,0,58
1962.56,1,173,20,0,56
1267.31,0,174,17,0,39
527.01,1,206,13,0,31
1271.67,0,100,14,1,57
1084.57,0,15,9,0,47
1561.89,0,196,20,0,42
222.89,0,1,11,0,36
1524.45,0,127,6,0,55
1087.12,0,91,6,1,67
1926.35,0,104,10,1,68
690.33,0,181,12,0,22
1268.92,0,154,14,0,35
1864.74,2,30,17,1,100
213.99,0,168,6,0,29
1875.08,1,163,5,0,75
1378.89,1,46,22,1,99
145.0,0,42,10,0,28
608.92,0,64,7,0,33
1419.26,0,49,19,1,72
144.03,1,220,0,0,45
1168.52,1,0,7,0,72
698.31,1,199,7,0,34
1245.62,2,184,18,0,49
101.03,1,143,2,0,41
1744.36,0,121,4,0,58
1947.24,0,27,2,0,78
1938.07,1,85,14,1,88
1501.81,0,81,13,0,53
268.87,0,21,20,0,40
1518.94,1,40,14,0,67
58.93,0,75,23,1,55
54.03,2,146,16,0,34
653.98,1,88,17,0,39
982.4,0,177,1,0,41
1543.11,2,58,11,0,82
1369.76,0,68,15,0,46
897.35,0,161,3,0,44
554.52,0,166,1,1,47
1994.28,0,122,13,1,67
858.1,0,73,10,1,51
908.26,0,238,12,0,31
335.61,0,6,6,1,68
1591.67,0,100,9,1,59
1390.43,1,110,23,0,76
449.33,1,179,0,0,45
173.94,0,187,20,0,13
1364.19,0,51,3,0,63
1312.48,0,206,17,0,36
553.79,0,233,5,0,39
1902.22,1,23,1,0,91
310.61,1,25,2,0,68
870.35,0,124,13,0,32
1887.8,0,217,7,0,43
845.26,0,237,15,1,45
1280.67,1,89,18,1,78
801.21,0,121,17,0,25
555.69,2,9,5,0,88
1968.12,1,16,13,0,83
824.57,0,205,2,0,40
1789.26,0,1,15,0,65
467.61,2,111,0,0,58
434.08,0,204,11,1,33
71.96,0,26,13,0,33
1306.82,0,200,18,0,40
743.37,1,70,21,0,48
1730.07,1,175,18,0,48
951.69,1,201,8,0,36
1936.7,2,117,6,0,95
379.2,2,8,13,0,63
1738.56,2,85,4,0,96
1555.43,0,22,17,0,58
1544.13,0,198,8,0,33
1691.12,1,239,20,0,62
1524.44,1,72,6,0,84
1256.18,1,26,8,0,66
271.18,0,215,3,0,33
74.73,1,92,16,0,36
1842.49,1,80,11,0,70
1237.13,0,83,5,0,64
1595.11,0,198,17,0,31
968.23,0,42,7,0,43
243.44,0,231,20,0,14
259.12,0,6,14,0,39
1374.27,0,91,2,1,68
866.31,0,82,1,0,55
409.04,1,190,23,0,42
988.27,1,83,22,0,63
137.78,1,43,8,0,44
1168.12,0,166,7,0,38
545.3,0,39,3,0,63
1597.14,2,134,1,0,82
627.62,0,197,13,1,35
915.89,2,24,1,0,87
33.12,1,232,1,0,41
154.17,0,58,21,0,33
791.06,2,140,6,0,60
965.08,0,102,11,1,54
1204.04,0,231,5,0,40
590.41,1,85,17,1,59
1393.01,0,208,3,0,49
1721.64,2,111,18,0,73
1561.9,0,85,12,0,48
88.84,0,97,19,0,21
966.21,0,61,20,0,41
218.81,1,7,22,0,61
491.67,0,112,1,0,42
1973.46,0,172,7,0,47
293.57,1,145,18,0,36
1002.79,0,215,8,0,34
1240.13,1,59,3,0,78
1407.91,0,59,15,0,55
1123.7,1,105,18,0,52
29.44,1,1,9,0,44
659.66,0,193,5,1,55
1040.25,0,90,15,0,41
184.85,2,13,9,0,61
707.75,0,47,12,0,39
76.07,2,102,8,0,46
166.37,0,55,6,0,42
799.88,0,11,3,0,63
274.1,0,223,18,0,11
1139.41,2,219,3,0,66
1382.04,0,54,18,1,59
1603.17,2,155,18,1,87
408.3,2,109,11,0,49
343.29,0,216,12,0,20
218.09,0,3,3,0,48
1276.5,1,217,9,0,46
1415.89,0,35,20,0,56
72.86,1,177,6,0,47
1873.06,0,130,4,0,58
113.42,0,0,16,1,50
1087.18,1,16,17,1,78
1421.03,0,198,10,0,34
1743.23,0,61,14,0,51
1431.03,0,47,20,0,46
1605.44,0,61,21,0,53
685.51,0,68,6,0,53
1631.5,1,146,17,1,64
169.43,0,102,5,0,33
1790.69,0,109,17,0,47
1099.71,1,161,15,0,51
1636.42,0,226,1,0,42
910.11,0,176,18,0,27
1290.72,2,207,0,0,75
1057.54,1,231,10,1,55
1465.86,0,174,19,0,34
172.44,1,230,4,0,44
130.1,0,90,15,0,22
501.74,1,232,22,0,55
327.49,0,229,0,0,31
1744.85,0,113,18,0,50
446.24,0,177,13,0,19
1951.97,0,88,2,0,72
680.42,0,153,1,0,33
372.41,2,55,23,0,73
1581.5,0,77,4,0,64
1320.83,0,13,16,0,53
1001.41,0,205,17,0,31
1115.17,0,24,0,0,57
1441.21,1,227,14,0,55
464.62,0,131,21,0,12
1992.7,0,238,8,0,44
1949.84,0,206,22,0,62
1304.15,1,31,4,0,77
407.09,0,81,12,1,45
1363.65,0,77,18,0,47
153.67,0,192,23,1,43
71.0,0,105,9,0,17
522.79,0,188,19,0,17
930.62,1,19,20,1,71
1737.86,1,73,13,1,82
1457.07,1,9,21,0,77
1487.99,0,122,20,0,38
856.73,0,215,11,0,23
698.41,0,33,10,0,48
748.37,2,188,22,0,62
1975.42,0,219,6,0,60
89.82,1,154,16,1,43
1735.39,0,39,17,0,58
1161.56,0,192,6,0,48
882.84,0,126,23,0,48
1453.26,0,32,19,0,58
978.47,2,195,5,0,71
1748.11,2,70,10,0,70
1802.4,0,136,11,0,39
849.22,0,143,15,0,23
560.89,2,132,18,0,44
1188.78,1,97,22,0,66
1825.6,0,123,18,0,50
429.22,0,150,10,0,17
1249.7,0,42,15,0,49
1266.8,0,113,22,1,67
1468.89,0,88,11,0,44
271.82,0,184,7,0,13
1434.49,0,178,2,0,55
1818.97,0,12,1,0,72
367.57,0,127,5,0,40
482.71,1,151,15,0,42
1943.08,1,138,19,1,81
370.14,0,51,23,0,44
1710.23,2,16,14,0,85
989.63,2,164,13,0,56
501.99,0,12,1,0,55
1742.79,0,189,19,0,38
896.16,1,218,17,0,40
1034.49,1,83,13,0,49
724.87,2,96,17,1,71
1189.97,2,105,1,0,73
335.41,1,95,0,1,72
788.25,0,7,19,0,44
1939.13,0,55,1,0,74
523.69,0,220,8,0,17
1316.91,0,103,8,0,42
657.13,1,82,15,0,51
1549.21,0,197,10,0,38
270.44,1,43,22,0,59
1939.94,0,187,5,0,56
913.04,0,102,11,0,43
479.74,0,111,2,0,43
156.26,0,168,11,0,11
347.82,1,148,22,0,44
1044.35,1,213,0,0,52
680.64,2,41,8,0,69
1659.48,0,201,19,0,36
867.47,0,201,21,0,29
504.94,0,156,5,0,37
1238.12,0,207,10,0,37
1416.49,2,192,2,0,77
342.41,1,144,3,0,46
343.56,2,29,9,0,61
82.98,0,25,18,0,32
1475.44,2,180,5,1,89
1330.97,0,124,0,0,46
954.52,2,237,7,0,43
1689.9,0,18,7,0,64
1613.28,0,52,5,1,83
1174.86,0,84,16,0,45
1737.86,2,16,18,0,86
419.62,0,173,0,1,47
232.72,0,103,14,0,25
546.8,2,212,12,1,65
123.6,0,180,20,0,10
1067.03,0,104,2,0,47
1873.85,0,103,1,0,70
88.29,0,191,2,0,25
253.0,2,172,8,0,37
909.88,1,176,15,0,39
1868.41,0,146,23,0,55
639.15,2,123,12,1,68
1019.4,0,198,18,0,22
92.73,0,80,17,0,23
305.2,0,192,20,1,31
1973.39,0,36,11,0,61
1930.59,0,120,11,0,55
19.83,2,69,0,0,67
1904.11,1,153,19,0,56
1281.85,0,129,7,0,35
1737.16,0,58,16,0,59
914.93,1,223,20,0,41
1036.04,2,239,19,0,58
982.8,2,117,21,0,59
1337.06,0,132,6,0,52
287.91,1,36,8,0,50
69.65,0,30,16,0,43
622.78,0,203,9,1,31
1412.31,0,98,3,1,69
411.69,0,93,21,0,25
1350.13,0,175,6,0,54
1940.12,0,5,6,1,88
196.86,0,14,7,0,28
1348.48,1,142,23,0,63
893.06,0,188,23,0,49
1737.6,0,15,7,1,78
362.53,0,19,15,0,33
1388.33,2,76,11,0,74
1677.85,0,43,14,0,63
1889.78,0,169,7,0,40
1369.66,0,45,21,0,53
999.38,1,94,8,0,52
1239.52,2,161,2,0,73
1739.12,0,63,21,0,53
1145.51,0,156,20,0,32
70.47,2,130,15,0,42
1862.59,0,8,14,0,69
1382.16,1,202,23,0,57
1356.26,0,202,3,0,42
439.19,0,152,19,0,14
1321.18,0,213,15,0,34
793.79,0,41,9,1,59
1305.95,1,173,10,0,43
222.12,2,72,4,0,68
1319.11,0,83,10,0,48
1998.83,1,58,12,0,77
105.94,0,20,14,1,46
1954.58,0,201,5,0,57
819.75,0,149,15,0,19
1742.8,2,156,14,1,87
1566.95,1,62,10,0,68
1138.36,1,72,19,0,51
1479.51,1,60,1,0,85
1758.25,1,63,1,0,87
814.24,2,68,11,1,82
660.8,1,167,15,0,34
1338.51,2,202,18,1,71
1617.61,0,128,1,1,68
1526.95,0,105,16,0,52
1597.65,0,64,13,0,50
876.81,0,121,23,0,41
1637.49,0,61,15,0,50
249.22,0,181,4,0,28
1093.53,1,102,9,0,58
21.46,0,59,16,0,26
655.93,0,45,12,1,58
739.26,0,4,15,0,48
798.38,2,112,8,0,54
1393.98,0,149,23,1,60
783.23,0,217,3,0,45
902.9,1,180,23,0,59
482.71,1,69,15,0,51
752.77,0,159,22,0,41
462.27,0,239,10,0,15
155.66,0,10,6,0,52
1210.86,2,137,16,0,62
1339.74,0,238,21,1,52
1242.79,0,166,12,0,32
932.35,0,97,3,0,58
765.77,0,30,13,0,45
1728.03,1,11,9,0,83
1042.97,0,107,9,0,36
963.57,0,79,9,1,52
61.03,0,165,11,0,14
689.08,0,66,1,0,53
766.59,0,193,22,0,39
803.66,1,51,8,0,52
1164.54,1,132,4,0,67
1071.87,2,138,7,0,52
1219.73,2,24,20,0,80
1532.12,1,34,13,0,66
1627.84,0,162,6,0,50
1439.06,1,21,6,0,87
1911.49,1,164,8,0,60
46.28,1,213,2,1,56
399.6,0,182,13,0,14
25.05,0,202,16,0,14
1298.47,1,95,17,0,57
1797.08,1,226,11,0,57
494.53,2,222,21,0,43
1854.8,0,236,13,0,39
129.93,0,116,12,0,22
1869.53,0,199,13,0,40
709.73,1,191,8,1,59
211.83,0,19,18,0,32
976.88,0,105,1,0,50
520.99,2,225,10,0,44
576.9,0,3,16,1,59
621.51,1,17,1,0,75
1608.02,0,50,18,0,57
1082.93,1,195,6,1,76
629.5,0,19,17,0,38
1224.56,2,121,12,0,56
1435.14,2,136,4,0,72
552.52,0,79,17,1,45
832.96,0,153,22,1,63
252.55,0,101,23,1,52
370.49,1,24,23,0,75
1365.42,2,195,15,1,73
371.06,0,168,14,0,17
1055.08,1,58,7,0,61
1421.0,0,44,14,0,51
222.69,1,40,0,0,63
1138.95,2,37,16,0,66
520.56,0,116,14,0,21
1926.22,0,18,13,1,73
972.26,0,13,13,0,52
1613.93,0,126,9,0,36
1104.95,0,148,1,1,65
96.39,0,142,5,0,29
1269.97,0,2,16,0,60
1903.29,0,36,4,0,74
1207.21,0,116,4,0,47
1640.19,0,173,14,0,37
1769.57,0,15,14,0,67
463.88,1,141,19,1,58
431.97,1,8,10,0,58
1225.85,0,238,4,0,41
827.95,0,6,0,0,59
1681.32,1,141,10,0,49
1801.05,2,133,10,0,68
713.31,0,212,5,1,51
481.37,0,14,22,0,55
1563.25,0,179,7,0,33
556.86,0,71,1,1,58
1647.0,0,161,14,0,39
853.24,0,103,22,0,49
1338.42,1,128,21,0,47
200.12,0,95,8,0,24
1251.48,0,121,14,1,55
909.02,0,114,7,0,22
1177.35,0,196,15,0,36
344.35,0,221,13,0,18
1476.38,0,213,14,1,54
1726.97,2,147,19,1,76
441.31,0,79,12,0,32
200.47,1,6,8,0,56
57.04,2,134,0,0,51
1287.52,0,49,5,0,67
1218.12,0,129,7,1,49
1097.93,0,46,19,1,59
471.57,2,13,17,1,80
787.9,2,30,17,0,69
1193.01,1,49,16,1,76
998.57,0,188,20,1,39
1975.69,1,40,15,0,79
281.52,0,13,12,0,39
1393.34,0,132,21,0,37
814.59,0,202,3,0,32
862.12,0,231,3,1,52
1438.02,1,4,20,0,71
1387.95,0,191,13,0,41
1982.6,0,156,4,0,60
265.5,0,202,15,0,13
217.18,2,4,13,1,75
1451.43,1,112,13,0,56
1160.99,0,117,13,0,38
555.58,0,95,23,0,36
168.04,0,35,13,0,33
180.46,2,78,18,0,48
1789.44,0,18,2,1,95
391.82,0,191,16,0,20
653.51,0,21,13,0,40
461.05,0,161,9,0,12
716.44,1,55,12,0,52
148.15,0,16,21,1,55
1042.93,0,203,3,0,46
144.55,0,216,10,0,11
1602.71,0,183,14,0,35
475.09,2,16,14,0,63
1084.62,0,201,23,0,38
1761.36,2,219,1,0,83
1305.25,1,209,10,0,51
1070.59,0,145,1,1,58
655.42,0,172,22,0,34
672.67,0,223,4,0,33
1342.28,1,77,12,1,73
1988.34,0,55,0,1,87
1327.06,0,79,6,0,59
1119.99,0,49,6,0,64
1463.99,1,57,9,0,68
935.76,0,17,5,0,60
129.68,0,207,19,0,12
1128.97,0,208,11,0,32
1915.67,0,134,12,0,42
358.85,1,75,23,0,59
1383.11,0,225,10,0,39
409.86,1,9,17,0,54
1076.3,1,68,1,0,64
202.39,0,84,15,0,14
906.24,1,130,1,0,60
1514.77,0,82,18,0,48
701.67,0,108,5,0,45
1333.17,1,43,0,0,83
1592.95,0,226,10,0,31
1855.08,1,197,17,0,54
476.94,0,141,9,0,21
804.64,2,131,17,0,55
313.31,0,236,0,0,29
1985.04,0,17,18,0,61
1854.73,0,92,15,0,53
1084.51,1,226,6,0,59
1685.65,1,179,14,0,50
1046.71,0,37,0,0,54
1250.94,2,207,22,1,89
187.36,0,147,20,0,11
1512.99,0,215,8,0,37
264.15,2,226,1,0,55
1653.87,2,171,16,0,59
1566.24,1,50,23,0,85
1420.4,2,18,9,0,78
81.96,0,119,5,0,25
613.23,2,67,4,0,68
533.59,0,224,7,0,19
726.67,0,65,7,0,43
184.41,0,140,4,0,30
1874.55,0,189,11,0,49
1112.07,0,188,6,0,50
617.99,0,236,12,0,22
799.99,0,157,12,0,30
899.93,0,97,16,0,40
1205.18,0,157,3,0,50
1036.2,0,178,17,0,20
1839.59,0,87,9,0,51
998.96,1,175,2,1,69
1984.39,2,235,11,0,74
1704.34,1,32,0,0,88
424.94,0,104,10,0,32
1861.88,1,73,17,1,85
241.57,0,81,12,1,40
1636.72,0,18,16,0,59
767.44,0,70,7,0,36
1757.17,1,56,19,0,72
1737.43,0,146,18,0,40
1613.79,0,215,16,0,36
1582.16,0,78,1,1,78
616.31,2,168,2,0,68
171.03,1,41,2,0,69
811.93,0,214,5,0,37
355.31,0,179,9,0,19
1392.95,0,115,23,0,51
698.74,1,3,21,0,60
1951.46,0,229,17,0,39
1285.53,2,3,17,0,86
1646.74,0,4,13,0,65
273.72,1,40,15,1,65
1725.41,0,107,6,0,65
1846.29,0,86,0,0,64
979.25,0,103,16,0,33
1216.44,0,116,22,0,53
1531.97,0,100,4,1,73
357.93,1,188,0,1,61
1010.11,0,74,20,0,37
803.34,1,182,16,0,44
301.28,1,74,9,0,46
741.39,0,12,11,1,65
145.66,1,141,19,0,31
61.37,1,187,1,0,36
278.98,0,199,22,0,27
1926.6,1,24,15,1,91
1103.56,0,209,14,0,28
1931.99,0,114,12,0,54
870.67,1,171,17,0,34
630.51,0,235,19,1,33
1017.22,0,81,21,0,37
884.63,0,9,13,1,58
220.27,1,198,17,0,29
1285.24,2,49,1,0,87
439.92,0,171,1,1,52
1242.98,1,141,2,1,77
1303.9,2,14,4,0,97
312.53,0,15,15,0,38
132.09,0,1,21,0,27
1563.72,1,157,14,0,46
925.0,1,29,11,0,62
125.75,2,81,8,0,50
1989.78,0,30,13,0,64
124.98,0,235,20,0,17
1393.12,0,239,15,0,36
1967.52,0,76,10,0,63
485.97,0,147,5,0,24
293.08,1,176,9,0,37
251.56,0,113,7,0,18
613.52,1,34,15,0,55
211.08,0,22,2,0,54
1387.4,0,105,1,0,48
133.96,0,96,15,0,20
1023.75,0,229,18,0,31
1993.43,0,226,8,0,42
1629.8,2,114,15,0,73
1234.29,1,99,21,0,57
619.44,0,188,3,1,51
1251.55,0,211,9,0,34
1058.81,2,54,18,1,89
857.91,0,194,12,0,27
270.11,0,7,17,0,42
1774.34,0,167,14,0,37
905.07,2,58,3,0,83
397.3,0,127,8,1,37
741.84,0,31,3,0,62
834.12,2,92,15,0,54
1656.8,0,6,20,0,67
1469.89,0,1,14,0,57
1540.92,0,84,23,0,72
31.95,2,133,1,0,49
838.15,0,219,13,1,35
967.87,2,239,2,0,65
48.19,1,105,21,0,37
527.03,0,35,22,0,54
1522.98,2,159,3,0,83
282.85,0,44,0,0,46
1075.27,0,41,22,1,75
438.25,0,52,8,0,31
34.12,0,109,16,0,15
489.99,0,8,13,1,51
1951.99,0,202,16,0,41
1605.06,0,86,0,0,58
1919.56,1,113,9,0,67
980.83,0,74,22,1,75
228.38,2,176,15,0,39
1100.44,0,129,18,0,30
914.21,0,194,23,0,43
1690.27,0,10,2,0,77
205.18,0,49,11,0,34
981.6,0,162,2,0,38
308.6,1,121,14,0,31
656.11,2,142,16,1,65
1477.34,2,234,17,0,60
957.28,0,74,6,0,58
758.02,2,30,18,1,79
795.01,0,91,6,0,50
924.3,0,189,4,1,58
1572.18,2,155,7,0,56
1785.25,1,223,20,0,56
1911.12,0,152,15,0,35
1575.94,0,211,15,0,43
637.66,0,91,18,0,25
1379.39,1,152,14,0,48
880.83,0,74,6,0,53
516.79,2,210,4,0,55
1683.33,0,91,22,0,71
86.47,0,128,10,0,12
1804.51,0,186,9,0,40
928.34,0,196,20,0,23
1278.03,0,201,22,0,44
1322.11,1,41,8,0,65
1791.28,2,109,0,0,90
1276.97,2,161,19,0,57
1231.73,1,227,0,0,58
142.64,2,193,7,1,52
1041.63,0,17,2,0,59
308.84,1,76,1,0,62
1477.49,0,132,3,1,66
1029.32,0,19,18,0,48
1363.65,0,193,10,0,26
92.93,0,126,4,0,28
178.74,0,74,23,0,47
1435.48,2,61,9,0,77
153.45,0,221,23,0,32
151.8,0,223,22,0,28
34.1,0,31,7,0,19
1913.44,0,185,12,0,43
1477.64,0,177,4,0,51
712.97,0,165,11,0,26
600.11,0,182,12,0,20
705.91,0,27,21,0,39
1551.56,1,73,7,0,64
1326.13,1,213,14,1,61
378.54,0,80,12,0,30
356.48,0,21,0,0,52
205.81,0,170,21,0,9
1324.0,1,210,5,0,65
1531.1,0,208,10,0,33
537.44,0,215,12,0,18
51.68,1,163,20,0,24
173.52,0,95,19,1,38
1936.04,0,121,0,0,58
597.94,0,237,10,1,35
1540.75,2,122,10,0,70
1253.08,2,51,7,0,73
770.06,1,163,21,1,50
419.32,0,155,2,0,30
251.56,0,77,18,1,42
1233.88,2,185,11,0,58
1551.52,2,163,5,0,83
1291.37,0,69,22,0,54
1065.3,1,136,7,0,47
93.48,0,20,4,0,49
1937.29,0,63,9,0,58
1599.44,1,75,21,0,66
592.72,0,60,15,0,34
1960.14,2,221,11,0,65
1207.74,0,94,16,0,41
1169.02,0,39,5,0,66
1498.67,2,183,8,0,61
1625.42,2,3,9,0,92
1316.39,0,30,19,1,67
264.91,0,154,13,0,16
683.15,1,185,13,0,30
1856.89,0,152,16,0,51
456.99,2,68,15,1,70
750.61,2,69,3,0,74
869.83,0,4,1,0,63
884.42,0,114,15,0,27
1229.75,0,90,0,0,51
1886.72,2,7,2,0,100
488.98,0,8,22,1,72
251.79,0,14,10,1,52
402.97,0,227,15,0,16
1774.98,0,104,17,0,48
1295.16,0,6,14,1,66
578.95,0,223,8,0,18
1633.73,2,71,11,0,77
1724.13,2,238,17,0,63
1694.56,1,114,4,0,76
1838.66,0,14,23,0,79
511.96,0,164,7,1,33
1512.53,1,82,2,0,78
926.47,0,38,1,0,61
1685.58,2,133,18,0,70
1459.7,1,210,7,0,58
1555.13,0,56,1,0,71
1315.76,2,91,18,0,61
363.08,2,80,0,0,63
1094.6,0,233,21,1,43
1969.49,0,146,12,0,42
1875.4,0,126,22,1,78
95.92,0,190,19,0,13
337.98,0,158,16,0,13
272.14,0,74,2,0,47
1454.7,2,78,8,0,78
1637.39,0,9,4,0,69
434.89,0,106,5,0,34
1016.65,1,86,3,0,72
1683.0,0,66,16,0,56
1468.28,2,61,20,0,77
1089.05,0,130,20,0,32
1184.79,0,145,20,0,31
1021.64,0,152,15,0,30
602.12,1,106,15,0,43
1134.39,0,147,21,0,35
1380.88,1,185,10,0,46
1747.91,0,92,1,0,65
1276.22,0,85,16,0,46
1524.63,0,177,14,0,37
328.54,2,120,17,0,48
928.5,2,78,9,1,80
28.57,0,230,5,0,23
500.89,0,9,20,1,53
1455.66,0,148,15,0,32
1983.7,0,28,4,1,90
207.36,0,95,11,0,15
808.97,2,9,5,0,92
1602.14,2,12,13,0,78
416.03,0,46,22,0,57
1114.62,0,150,15,1,42
1468.81,2,49,6,0,91
1235.81,1,214,1,1,70
384.17,0,222,5,0,33
717.22,0,131,8,0,24
1569.75,0,115,6,0,58
1112.91,0,112,1,1,62
20.41,0,194,18,0,12
1524.37,0,84,7,0,44
80.27,1,52,10,0,43
1494.01,0,129,3,0,56
412.94,0,67,15,1,51
1916.57,0,192,17,0,46
742.2,1,78,12,0,50
660.59,2,56,4,0,77
306.29,0,96,1,0,40
618.15,0,197,10,0,23
1754.54,2,134,0,0,80
1992.71,0,146,12,0,49
742.94,0,171,4,0,34
902.74,0,62,17,0,42
1446.92,0,64,13,0,51
1773.53,0,38,12,1,72
1190.16,2,210,6,1,79
789.14,1,108,7,0,44
831.12,0,25,17,0,34
1394.28,2,171,6,0,73
16.4,0,11,19,0,28
